user_id,event_time,session_nb,Pack Name,money Spent
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,01-05-2016 09:10,3,Shop 100 Tokens,1.99000001
2C217569-DA54-406A-B48D-A40921855CF7,01-05-2016 02:20,1,Shop 100 Tokens,2.99000001
A1D23FAA-5761-48AA-A1A8-C0951EE5FBDF,01-10-2016 00:46,11,Orb Doubler,7.989999771
A1D23FAA-5761-48AA-A1A8-C0951EE5FBDF,01-10-2016 00:47,11,Shop 250 Tokens,7.989999771
E7398F4C-9E20-4D25-9364-6312DEF3A9C7,1/14/2016 9:54,15,Shop 100 Tokens,2.99000001
3FB56C59-10BC-4711-A67A-E443908D592F,1/24/2016 12:50,25,Shop 17500 Orbs,2.99000001
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,1/29/2016 15:30,9,Shop 100 Tokens,1.99000001
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,1/29/2016 13:51,4,Shop 5750 Tokens,99.98999786
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,1/30/2016 6:09,5,Shop 100 Tokens,1.99000001
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,02-02-2016 09:08,4,Shop 100 Tokens,1.99000001
288ADC14-6D31-42F2-95E9-324F77BB71A5,02-02-2016 08:30,1,Shop 5750 Tokens,99.98999786
E51E0AF9-7923-4918-8367-80D5A14836AD,02-02-2016 08:13,12,Shop 5750 Tokens,99.98999786
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,02-03-2016 07:56,1,Shop 17500 Orbs,1.99000001
6BA96F18-4291-4E81-A51B-3908E91AD8F9,02-03-2016 04:45,1,Shop 100 Tokens,1.99000001
6BA96F18-4291-4E81-A51B-3908E91AD8F9,02-03-2016 04:21,1,Shop 100 Tokens,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,02-04-2016 06:28,11,Shop 43750 Orbs,4.989999771
0946982A-E0C2-4B02-9D82-26439E770FA5,2/28/2016 0:57,2,Shop 250 Tokens,7.989999771
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,03-01-2016 10:01,6,Super Rewind,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-01-2016 05:53,14,Shop 100 Tokens,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-01-2016 05:32,14,Shop 100 Tokens,1.99000001
91AA1614-4F16-46F5-B190-91BED844E9B4,2/29/2016 11:14,8,Shop 100 Tokens,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-07-2016 14:11,1,Shop 43750 Orbs,4.989999771
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-07-2016 12:12,5,Shop 510 Tokens,9.989999771
0BDD6197-AEFA-475A-B9BD-8337D8105EB9,03-06-2016 10:48,11,Shop 5750 Tokens,99.98999786
0BDD6197-AEFA-475A-B9BD-8337D8105EB9,03-06-2016 10:48,11,Shop 5750 Tokens,99.98999786
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,03-07-2016 08:45,14,Shop 17500 Orbs,1.99000001
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,03-06-2016 23:09,6,Super Rewind,1.99000001
0BDD6197-AEFA-475A-B9BD-8337D8105EB9,03-06-2016 11:21,13,Super Vitality,1.99000001
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,03-08-2016 13:40,1,Shop 43750 Orbs,4.989999771
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-07-2015 09:25,1,Shop 100 Tokens,1.99000001
151EE2EF-20A9-4B21-8892-F72CD49862A8,9/29/2015 4:01,1,Shop 250 Tokens,6.489999771
9F39B934-01E4-49A1-AD1F-04A48D4930B7,10/16/2015 11:32,7,Shop 43750 Orbs,4.989999771
C67C6D4C-53E9-4C77-873D-8A70F9A9C9ED,10/19/2015 5:57,2,Shop 1006250 Orbs,99.98999786
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10/19/2015 4:50,2,Shop 490000 Orbs,49.99000168
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,10/20/2015 11:03,2,Shop 5750 Tokens,99.98999786
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,10/21/2015 11:31,1,Shop 17500 Orbs,1.99000001
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,10/21/2015 11:33,1,Shop 100 Tokens,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-03-2015 11:21,2,Shop 250 Tokens,4.989999771
7501AF84-CA48-4689-A74A-DB1B1997B5CA,11-03-2015 08:08,1,Shop 17500 Orbs,1.99000001
460FC2AF-23C2-4625-8D27-0643025BE0F2,11-04-2015 10:01,18,Shop 5750 Tokens,99.98999786
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-04-2015 08:33,1,Shop 100 Tokens,1.99000001
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 14:35,5,Shop 5750 Tokens,99.98999786
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 13:17,3,Shop 510 Tokens,9.989999771
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 13:42,3,Shop 250 Tokens,4.989999771
656FF911-73E3-4922-8ED1-97051832BEA6,11-06-2015 08:31,1,Shop 5750 Tokens,99.98999786
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,11-06-2015 06:21,1,Shop 100 Tokens,1.99000001
91AA1614-4F16-46F5-B190-91BED844E9B4,11-06-2015 06:13,1,Shop 100 Tokens,1.99000001
011A3515-4A03-4350-9574-25346518A6A6,11-06-2015 05:36,2,Shop 510 Tokens,9.989999771
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-06-2015 05:18,3,Shop 1100 Tokens,19.98999977
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-06-2015 04:22,1,Shop 510 Tokens,9.989999771
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-10-2015 10:18,3,Shop 510 Tokens,7.989999771
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-10-2015 10:20,3,Shop 510 Tokens,7.989999771
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,11/17/2015 6:15,1,Shop 100 Tokens,1.99000001
116C90CF-660C-4473-9060-6039DD8CB236,11/20/2015 8:26,1,Shop 100 Tokens,2.99000001
288ADC14-6D31-42F2-95E9-324F77BB71A5,11/25/2015 10:13,2,Shop 5750 Tokens,99.98999786
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,11/26/2015 5:57,5,Orb Doubler,4.989999771
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-01-2015 08:20,2,Shop 100 Tokens,2.99000001
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-03-2015 18:20,10,Shop 250 Tokens,7.989999771
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 11:48,1,Shop 510 Tokens,9.989999771
FB80713A-C966-40E4-B135-D0935283CD21,12-06-2015 05:41,1,Shop 5750 Tokens,99.98999786
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,12-08-2015 09:01,4,Shop 192500 Orbs,19.98999977
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,12-08-2015 05:17,1,Shop 100 Tokens,1.99000001
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,12-07-2015 13:21,1,Shop 100 Tokens,1.99000001
D611948E-70FA-427D-AB4D-4376EBAFFDDF,12-09-2015 08:52,4,Shop 17500 Orbs,1.99000001
69CB8F42-13E6-4530-9DE0-20C685A5CC6E,12-10-2015 11:02,2,Shop 490000 Orbs,49.99000168
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-10-2015 09:06,2,Shop 510 Tokens,9.989999771
1ACF63D1-44DB-4C57-BE4F-768CED9550CF,12-10-2015 05:08,1,Shop 1006250 Orbs,99.98999786
1ACF63D1-44DB-4C57-BE4F-768CED9550CF,12-10-2015 04:51,1,Shop 1006250 Orbs,99.98999786
1171BD51-B688-4EA0-A8AF-4AA39F3CC2DD,12/21/2015 13:42,36,Shop 89250 Orbs,14.98999977
264EE5F0-9009-489E-85CE-35FA19750F4F,12/29/2015 8:01,1,Shop 490000 Orbs,49.99000168
7501AF84-CA48-4689-A74A-DB1B1997B5CA,12/29/2015 6:15,22,Shop 250 Tokens,4.989999771
EC35B511-BAAA-4E16-9525-845E22AF4CB1,01-05-2016 08:48,2,Shop 100 Tokens,2.99000001
A1D23FAA-5761-48AA-A1A8-C0951EE5FBDF,01-09-2016 02:08,9,Shop 250 Tokens,7.989999771
0B2F217E-DC56-4368-8129-CB2FC09B0B7A,1/13/2016 8:38,19,Shop 100 Tokens,2.99000001
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,1/29/2016 14:14,4,Shop 100 Tokens,1.99000001
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,1/29/2016 14:17,4,Shop 100 Tokens,1.99000001
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,1/29/2016 14:21,4,Shop 5750 Tokens,99.98999786
5FEC5446-5572-44F2-BA7C-8A1505A1D60E,02-01-2016 05:34,1,Shop 100 Tokens,1.99000001
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,02-01-2016 05:09,6,Shop 200 Tokens,0.99000001
6BA96F18-4291-4E81-A51B-3908E91AD8F9,02-01-2016 04:36,2,Shop 100 Tokens,1.99000001
288ADC14-6D31-42F2-95E9-324F77BB71A5,02-02-2016 08:27,1,Shop 100 Tokens,1.99000001
5FEC5446-5572-44F2-BA7C-8A1505A1D60E,02-03-2016 13:11,3,Shop 5750 Tokens,99.98999786
6BA96F18-4291-4E81-A51B-3908E91AD8F9,02-03-2016 05:40,1,Shop 510 Tokens,9.989999771
B3D7BBD0-9551-4B8A-A48F-40BF0EEBD3C7,02-04-2016 22:31,29,Shop 100 Tokens,2.99000001
9B409697-0624-4816-BD11-31568C2E0970,02-05-2016 03:07,133,Shop 100 Tokens,2.99000001
98829117-6992-41E3-9C6B-6A7C58832F81,2/27/2016 20:26,18,Shop 100 Tokens,2.99000001
494CB6CD-33D7-49C3-8414-35CC5D4A86DD,03-01-2016 11:01,18,Shop 2800 Tokens,49.99000168
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-08-2015 10:05,7,Shop 100 Tokens,2.589999914
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-07-2015 06:24,2,Shop 5750 Tokens,99.98999786
151EE2EF-20A9-4B21-8892-F72CD49862A8,9/29/2015 6:03,2,Shop 17500 Orbs,2.49000001
151EE2EF-20A9-4B21-8892-F72CD49862A8,9/29/2015 4:43,1,Shop 100 Tokens,2.49000001
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,9/23/2015 9:42,2,Shop 510 Tokens,9.989999771
9B929F4B-F206-4975-8FD5-36AE139D201F,9/23/2015 8:05,5,Shop 17500 Orbs,1.99000001
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,10/16/2015 16:10,2,Shop 1100 Tokens,19.98999977
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/16/2015 8:53,12,Shop 2800 Tokens,49.99000168
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/17/2015 11:11,4,Shop 250 Tokens,4.989999771
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/17/2015 4:43,1,Shop 2800 Tokens,49.99000168
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/18/2015 11:30,2,Shop 5750 Tokens,99.98999786
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,10/20/2015 11:51,2,Shop 510 Tokens,9.989999771
7501AF84-CA48-4689-A74A-DB1B1997B5CA,10/28/2015 8:11,4,Shop 5750 Tokens,99.98999786
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-04-2015 10:51,5,Shop 43750 Orbs,4.989999771
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 15:14,5,Shop 510 Tokens,9.989999771
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-05-2015 13:06,1,Shop 1100 Tokens,19.98999977
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 11:13,3,Shop 510 Tokens,9.989999771
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 11:14,3,Shop 510 Tokens,9.989999771
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 11:19,3,Shop 510 Tokens,9.989999771
F6D9F403-6B15-41EC-9171-109E3F197AF0,11-06-2015 10:36,7,Shop 2900 Tokens,1.99000001
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10-10-2015 06:34,1,Shop 89250 Orbs,9.989999771
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-07-2015 10:46,1,Shop 5750 Tokens,99.98999786
C67C6D4C-53E9-4C77-873D-8A70F9A9C9ED,9/23/2015 6:16,3,Shop 510 Tokens,9.989999771
9F39B934-01E4-49A1-AD1F-04A48D4930B7,10/16/2015 3:29,1,Shop 5750 Tokens,99.98999786
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/17/2015 10:39,3,Shop 510 Tokens,9.989999771
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/17/2015 6:09,3,Shop 89250 Orbs,9.989999771
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,10/17/2015 4:30,1,Shop 1006250 Orbs,99.98999786
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/20/2015 9:13,4,Shop 100 Tokens,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-04-2015 08:55,2,Shop 100 Tokens,1.99000001
460FC2AF-23C2-4625-8D27-0643025BE0F2,11-04-2015 08:43,6,Shop 2800 Tokens,49.99000168
ABDCA49E-EDED-4036-84E6-80A94814917E,11-04-2015 06:17,4,Shop 250 Tokens,4.989999771
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-05-2015 14:48,1,Shop 100 Tokens,1.99000001
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,11-05-2015 13:56,1,Shop 5750 Tokens,99.98999786
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-05-2015 13:10,1,Shop 5750 Tokens,99.98999786
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-06-2015 09:19,2,Shop 17500 Orbs,1.99000001
656FF911-73E3-4922-8ED1-97051832BEA6,11-06-2015 04:50,5,Shop 100 Tokens,1.99000001
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-06-2015 04:22,1,Shop 510 Tokens,9.989999771
894EF850-70F0-43BE-9BA1-4508506A8466,11-09-2015 23:27,3,Shop 100 Tokens,2.99000001
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-10-2015 10:18,3,Shop 250 Tokens,3.99000001
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-10-2015 10:22,3,Shop 510 Tokens,7.989999771
DB48970D-9097-4E17-8A79-EABC82B57BBD,11-11-2015 21:58,2,Shop 17500 Orbs,2.99000001
288ADC14-6D31-42F2-95E9-324F77BB71A5,11/25/2015 10:13,2,Shop 1006250 Orbs,99.98999786
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,11/26/2015 6:06,6,Shop 490000 Orbs,49.99000168
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,12-02-2015 11:11,4,Shop 1100 Tokens,19.98999977
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,12-02-2015 10:39,4,Shop 5750 Tokens,99.98999786
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-04-2015 04:35,1,Shop 100 Tokens,1.99000001
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 11:55,1,Shop 510 Tokens,9.989999771
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 11:23,1,Shop 250 Tokens,4.989999771
5FEC5446-5572-44F2-BA7C-8A1505A1D60E,12-05-2015 09:24,6,Shop 2800 Tokens,49.99000168
FB80713A-C966-40E4-B135-D0935283CD21,12-05-2015 08:47,2,Shop 17500 Orbs,1.99000001
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 09:06,3,Shop 510 Tokens,9.989999771
5FEC5446-5572-44F2-BA7C-8A1505A1D60E,12-05-2015 06:11,2,Shop 490000 Orbs,49.99000168
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,12-07-2015 12:01,3,Shop 17500 Orbs,1.99000001
91AA1614-4F16-46F5-B190-91BED844E9B4,12-09-2015 11:07,4,Shop 2800 Tokens,49.99000168
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-09-2015 10:22,1,Shop 5750 Tokens,99.98999786
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,12-09-2015 08:46,1,Orb Doubler,4.989999771
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,12-09-2015 06:19,4,Orb Doubler,4.989999771
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-10-2015 12:41,4,Shop 1006250 Orbs,99.98999786
361DE2FF-4082-4C26-BFC6-7967B7C19ED7,03-01-2016 09:59,19,Shop 5750 Tokens,99.98999786
288ADC14-6D31-42F2-95E9-324F77BB71A5,03-01-2016 07:47,1,Shop 5750 Tokens,99.98999786
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-01-2016 05:05,14,Shop 100 Tokens,1.99000001
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,03-04-2016 05:36,13,Shop 100 Tokens,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-07-2016 14:28,1,Shop 89250 Orbs,9.989999771
0BDD6197-AEFA-475A-B9BD-8337D8105EB9,03-07-2016 13:32,1,Shop 1100 Tokens,19.98999977
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,03-07-2016 10:46,6,Super Vitality,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-07-2016 05:20,2,Shop 250 Tokens,4.989999771
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,03-08-2016 05:36,1,Super Vitality,1.99000001
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,03-08-2016 05:24,2,Shop 100 Tokens,1.99000001
17B6C125-2B41-4AEE-8AF5-FF562660B477,03-09-2016 15:08,3,Shop 100 Tokens,2.99000001
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,03-10-2016 11:52,1,Shop 17500 Orbs,1.99000001
4B7D539A-A548-4AC0-A7A9-47A5644B919D,03-10-2016 05:28,4,Shop 17500 Orbs,1.99000001
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,03-11-2016 14:56,5,Shop 100 Tokens,1.99000001
17B6C125-2B41-4AEE-8AF5-FF562660B477,03-12-2016 05:44,6,Shop 100 Tokens,2.99000001
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,3/14/2016 8:43,1,Shop 100 Tokens,1.99000001
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,3/14/2016 4:37,1,Shop 1006250 Orbs,6200
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,3/15/2016 11:57,1,Shop 100 Tokens,1.99000001
E7761C6E-1715-4EC4-89A6-96E2D21ABAD9,3/20/2016 0:28,16,Shop 1100 Tokens,30.98999977
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,11-06-2015 06:03,2,Shop 5750 Tokens,99.98999786
656FF911-73E3-4922-8ED1-97051832BEA6,11-06-2015 05:17,6,Shop 490000 Orbs,49.99000168
656FF911-73E3-4922-8ED1-97051832BEA6,11-06-2015 04:51,5,Shop 2800 Tokens,49.99000168
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,12-03-2015 11:46,1,Shop 490000 Orbs,49.99000168
EBDB6982-6070-45B5-9352-01F04243FBF5,12-03-2015 11:25,3,Shop 43750 Orbs,4.989999771
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,12-03-2015 11:22,4,Shop 17500 Orbs,1.99000001
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-04-2015 07:39,2,Shop 5750 Tokens,99.98999786
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-04-2015 05:18,1,Shop 510 Tokens,9.989999771
622B2A20-EEB7-4EC5-BA81-8F0972808A58,12-04-2015 03:34,6,Shop 17500 Orbs,2.99000001
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 11:29,1,Shop 510 Tokens,9.989999771
5FEC5446-5572-44F2-BA7C-8A1505A1D60E,12-05-2015 09:24,6,Shop 100 Tokens,1.99000001
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 09:05,3,Shop 510 Tokens,9.989999771
AC351BF9-EA42-4F98-BF22-63DD58C9582C,12-05-2015 02:42,29,Shop 510 Tokens,14.98999977
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-07-2015 10:12,2,Shop 100 Tokens,1.99000001
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-07-2015 08:04,3,Shop 5750 Tokens,99.98999786
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-07-2015 07:41,1,Shop 1100 Tokens,19.98999977
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,12-07-2015 13:24,1,Shop 5750 Tokens,99.98999786
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,12-09-2015 10:33,11,Shop 100 Tokens,1.99000001
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-09-2015 05:56,5,Shop 510 Tokens,9.989999771
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-10-2015 11:18,2,Shop 250 Tokens,4.989999771
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-10-2015 08:05,1,Shop 510 Tokens,9.989999771
78A64334-0854-4176-BDB2-C2067F6FC1B0,12-10-2015 06:06,2,Shop 2800 Tokens,49.99000168
1ACF63D1-44DB-4C57-BE4F-768CED9550CF,12-10-2015 03:43,3,Shop 100 Tokens,1.99000001
