user_id,event_time,Level,session_nb
1F6805C7-A833-424A-A810-FBBE86A00686,11/20/2015 8:52,6,22
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/21/2015 11:26,2,2
73CBF6DD-4348-4E2F-B538-86AB6C50EC07,11/22/2015 23:15,2,1
1F66145D-FB0A-41ED-B1BB-39A16BDF143E,11/22/2015 12:58,7,10
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/22/2015 4:48,3,3
1F6805C7-A833-424A-A810-FBBE86A00686,11/22/2015 3:06,7,27
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/23/2015 10:12,12,11
C91787A3-59D4-414B-ABC7-AE5ABD85B131,11/23/2015 9:53,16,38
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/24/2015 13:13,13,13
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/24/2015 10:09,12,13
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/24/2015 10:29,13,13
1F6805C7-A833-424A-A810-FBBE86A00686,11/25/2015 10:29,8,39
288ADC14-6D31-42F2-95E9-324F77BB71A5,11/25/2015 10:19,6,2
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/25/2015 6:45,14,14
78A64334-0854-4176-BDB2-C2067F6FC1B0,11/25/2015 5:57,7,2
494CB6CD-33D7-49C3-8414-35CC5D4A86DD,11/25/2015 4:50,2,2
288ADC14-6D31-42F2-95E9-324F77BB71A5,11/25/2015 3:48,2,3
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,11/26/2015 5:14,4,5
288ADC14-6D31-42F2-95E9-324F77BB71A5,11/26/2015 5:25,14,4
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/27/2015 11:09,16,20
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,11/27/2015 5:47,7,1
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/28/2015 12:32,17,22
1F6805C7-A833-424A-A810-FBBE86A00686,11/28/2015 5:48,8,44
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/29/2015 4:44,17,25
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/30/2015 8:33,18,27
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/29/2015 5:06,17,25
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-01-2015 23:49,8,3
AC351BF9-EA42-4F98-BF22-63DD58C9582C,12-01-2015 15:30,4,4
1F6805C7-A833-424A-A810-FBBE86A00686,12-01-2015 12:58,9,58
1F6805C7-A833-424A-A810-FBBE86A00686,12-01-2015 12:59,9,58
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-01-2015 12:47,7,2
894EF850-70F0-43BE-9BA1-4508506A8466,12-01-2015 11:31,8,19
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,12-01-2015 09:59,1,1
1F66145D-FB0A-41ED-B1BB-39A16BDF143E,12-01-2015 09:29,16,25
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 11:30,19,5
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/14/2015 9:22,1,3
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 8:08,10,3
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 4:50,1,1
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:10,21,6
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10/15/2015 8:42,1,19
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:03,20,5
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:04,20,5
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,10/15/2015 6:03,1,1
6ED1B75C-F35B-462C-924E-EACA43550000,10/13/2015 11:17,1,1
4B7D539A-A548-4AC0-A7A9-47A5644B919D,10/13/2015 9:02,1,1
91AA1614-4F16-46F5-B190-91BED844E9B4,10/13/2015 5:38,1,1
6ED1B75C-F35B-462C-924E-EACA43550000,10-07-2015 06:05,1,2
6ED1B75C-F35B-462C-924E-EACA43550000,10-07-2015 05:05,1,1
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-06-2015 11:56,2,1
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 09:44,1,1
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 09:46,1,1
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 09:53,1,1
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 09:54,1,1
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-06-2015 07:29,6,5
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,9/30/2015 10:03,1,7
8BF191CF-567A-4977-B2C9-90EC756EFD41,9/24/2015 10:54,2,4
D611948E-70FA-427D-AB4D-4376EBAFFDDF,9/24/2015 8:22,2,3
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 9:11,15,3
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 8:41,13,3
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:02,20,6
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:23,21,6
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:24,21,6
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:06,20,5
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,10/15/2015 6:03,1,1
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10/15/2015 3:48,1,17
5E9FA0C9-8363-4F75-9432-4608C495291B,10/13/2015 8:52,1,2
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/13/2015 8:27,1,3
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 7:50,1,1
52807659-0332-486C-99E4-84429A1830F3,10-12-2015 15:47,2,2
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:22,2,4
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,10-12-2015 08:56,1,1
6ED1B75C-F35B-462C-924E-EACA43550000,10-07-2015 05:37,1,2
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-07-2015 05:23,1,1
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 10:11,2,2
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 09:41,1,1
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 09:52,1,1
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-06-2015 07:26,6,4
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-05-2015 10:15,1,1
9B929F4B-F206-4975-8FD5-36AE139D201F,10-05-2015 08:33,1,1
9B929F4B-F206-4975-8FD5-36AE139D201F,9/30/2015 9:55,1,1
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,12-01-2015 09:12,18,28
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,12-02-2015 10:44,19,30
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-02-2015 08:40,10,6
622B2A20-EEB7-4EC5-BA81-8F0972808A58,12-02-2015 03:58,5,6
622B2A20-EEB7-4EC5-BA81-8F0972808A58,12-02-2015 04:00,5,6
622B2A20-EEB7-4EC5-BA81-8F0972808A58,12-02-2015 04:07,6,6
AC351BF9-EA42-4F98-BF22-63DD58C9582C,12-03-2015 18:54,15,23
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-03-2015 12:59,13,8
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-03-2015 12:44,13,8
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-03-2015 12:46,14,8
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,12-03-2015 10:23,1,1
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-03-2015 10:03,3,1
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-03-2015 09:31,2,1
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-03-2015 08:58,1,1
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-04-2015 13:45,18,10
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-04-2015 13:21,18,10
1F6805C7-A833-424A-A810-FBBE86A00686,12-04-2015 13:01,9,67
D2DDFBEA-2041-49E6-AA59-B7A0FDD77F0C,12-04-2015 10:46,16,17
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-04-2015 09:26,1,1
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,12-04-2015 08:10,1,2
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,12-04-2015 07:41,2,2
D2DDFBEA-2041-49E6-AA59-B7A0FDD77F0C,12-03-2015 23:34,16,16
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 09:01,10,3
9B929F4B-F206-4975-8FD5-36AE139D201F,9/24/2015 5:36,2,7
9B929F4B-F206-4975-8FD5-36AE139D201F,9/23/2015 8:06,2,5
9B929F4B-F206-4975-8FD5-36AE139D201F,9/23/2015 7:55,2,3
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,10/16/2015 14:53,2,3
9F39B934-01E4-49A1-AD1F-04A48D4930B7,10/16/2015 6:16,24,2
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,10/17/2015 10:56,24,7
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/18/2015 7:56,1,1
C67C6D4C-53E9-4C77-873D-8A70F9A9C9ED,10/19/2015 9:10,6,3
C67C6D4C-53E9-4C77-873D-8A70F9A9C9ED,10/19/2015 9:11,6,3
C67C6D4C-53E9-4C77-873D-8A70F9A9C9ED,10/19/2015 9:14,6,3
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,10/19/2015 4:45,24,1
494CB6CD-33D7-49C3-8414-35CC5D4A86DD,10/20/2015 9:47,2,6
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/20/2015 8:51,1,4
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/20/2015 5:35,1,3
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/20/2015 5:02,1,1
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,10/21/2015 11:30,8,1
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,10/21/2015 10:12,1,1
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,10/28/2015 13:12,5,1
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,11-02-2015 09:05,1,1
91AA1614-4F16-46F5-B190-91BED844E9B4,11-02-2015 07:45,1,1
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-02-2015 05:25,1,1
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,11-03-2015 09:40,6,2
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,11-03-2015 08:22,1,1
151EE2EF-20A9-4B21-8892-F72CD49862A8,9/29/2015 6:04,4,2
151EE2EF-20A9-4B21-8892-F72CD49862A8,9/29/2015 4:16,2,1
8BF191CF-567A-4977-B2C9-90EC756EFD41,9/24/2015 9:27,2,3
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,9/24/2015 9:03,23,2
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,9/24/2015 8:36,23,2
8BF191CF-567A-4977-B2C9-90EC756EFD41,9/24/2015 8:18,1,1
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,9/24/2015 8:01,9,2
8BF191CF-567A-4977-B2C9-90EC756EFD41,9/24/2015 5:42,1,1
1ACF63D1-44DB-4C57-BE4F-768CED9550CF,9/23/2015 14:03,2,3
9B929F4B-F206-4975-8FD5-36AE139D201F,9/23/2015 9:49,2,10
9B929F4B-F206-4975-8FD5-36AE139D201F,9/23/2015 8:38,2,8
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,9/23/2015 8:01,1,1
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,9/22/2015 10:51,1,1
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/16/2015 9:44,3,1
9F39B934-01E4-49A1-AD1F-04A48D4930B7,10/16/2015 9:23,28,4
9F39B934-01E4-49A1-AD1F-04A48D4930B7,10/16/2015 4:08,22,2
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,10/17/2015 10:38,24,5
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/17/2015 10:31,6,3
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/17/2015 9:44,23,6
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10/17/2015 6:30,6,1
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/17/2015 5:03,1,1
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/18/2015 11:15,2,1
91AA1614-4F16-46F5-B190-91BED844E9B4,10/19/2015 11:37,24,1
C67C6D4C-53E9-4C77-873D-8A70F9A9C9ED,10/19/2015 11:14,15,6
C67C6D4C-53E9-4C77-873D-8A70F9A9C9ED,10/19/2015 8:46,4,2
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,10/20/2015 11:32,2,2
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,10/20/2015 10:22,1,1
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10/20/2015 4:58,1,1
EBDB6982-6070-45B5-9352-01F04243FBF5,10/21/2015 8:07,2,4
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,10/21/2015 5:46,3,6
7501AF84-CA48-4689-A74A-DB1B1997B5CA,10/28/2015 6:16,1,2
98F0A3F9-EF85-4452-91F8-1247D6A4298B,10/29/2015 12:03,3,4
264EE5F0-9009-489E-85CE-35FA19750F4F,10/30/2015 12:21,2,4
91AA1614-4F16-46F5-B190-91BED844E9B4,11-02-2015 11:35,17,4
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-02-2015 10:57,16,6
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-04-2015 14:25,5,2
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-04-2015 12:43,1,1
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-04-2015 10:25,12,4
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-04-2015 09:00,10,2
ABDCA49E-EDED-4036-84E6-80A94814917E,11-04-2015 08:10,1,1
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-04-2015 04:35,2,1
ABD7E3C9-6B10-4585-A73A-66C2B7F7B45B,11-04-2015 04:40,3,1
6BED1A04-43A3-431D-B908-5CD3E3843B5C,11-05-2015 14:53,18,1
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-05-2015 14:22,18,1
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-05-2015 14:52,19,1
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-05-2015 15:17,20,1
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 13:51,18,4
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 13:58,19,4
F6D9F403-6B15-41EC-9171-109E3F197AF0,11-05-2015 12:51,1,1
FB80713A-C966-40E4-B135-D0935283CD21,11-05-2015 10:11,1,1
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 10:04,8,3
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,11-05-2015 05:54,1,1
91AA1614-4F16-46F5-B190-91BED844E9B4,11-05-2015 04:58,4,1
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-05-2015 05:03,3,3
F6D9F403-6B15-41EC-9171-109E3F197AF0,11-06-2015 10:28,5,7
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,11-06-2015 07:52,1,1
3438C8F8-01FC-495E-9E3C-9FCEFF0A9DC9,11-06-2015 06:21,1,1
FB80713A-C966-40E4-B135-D0935283CD21,11-06-2015 06:16,1,1
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-06-2015 06:10,6,4
78A64334-0854-4176-BDB2-C2067F6FC1B0,11-06-2015 05:54,2,3
656FF911-73E3-4922-8ED1-97051832BEA6,11-06-2015 05:30,2,8
98F0A3F9-EF85-4452-91F8-1247D6A4298B,11-09-2015 04:44,6,17
C91787A3-59D4-414B-ABC7-AE5ABD85B131,11/14/2015 4:43,1,2
6BA96F18-4291-4E81-A51B-3908E91AD8F9,11/17/2015 9:12,1,1
1F6805C7-A833-424A-A810-FBBE86A00686,11/18/2015 12:22,6,22
C91787A3-59D4-414B-ABC7-AE5ABD85B131,11/18/2015 7:39,5,11
1F66145D-FB0A-41ED-B1BB-39A16BDF143E,11/20/2015 11:29,2,1
C91787A3-59D4-414B-ABC7-AE5ABD85B131,11/20/2015 9:43,13,23
1F66145D-FB0A-41ED-B1BB-39A16BDF143E,11/21/2015 14:26,4,4
6BA96F18-4291-4E81-A51B-3908E91AD8F9,12-05-2015 08:34,2,1
622B2A20-EEB7-4EC5-BA81-8F0972808A58,12-05-2015 03:14,7,8
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-06-2015 13:03,21,14
FB80713A-C966-40E4-B135-D0935283CD21,12-06-2015 12:38,2,3
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-06-2015 11:46,21,14
FB80713A-C966-40E4-B135-D0935283CD21,12-06-2015 11:36,1,2
FB80713A-C966-40E4-B135-D0935283CD21,12-06-2015 10:31,8,7
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-06-2015 06:03,21,14
1F6805C7-A833-424A-A810-FBBE86A00686,12-06-2015 04:49,9,70
1F6805C7-A833-424A-A810-FBBE86A00686,12-06-2015 04:13,9,69
90B4EEB3-6CB1-4C60-B783-8A52AE4EA5FC,12-07-2015 13:25,2,1
91AA1614-4F16-46F5-B190-91BED844E9B4,12-07-2015 10:59,1,1
361DE2FF-4082-4C26-BFC6-7967B7C19ED7,12-08-2015 05:24,1,1
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-07-2015 23:16,22,15
5FEC5446-5572-44F2-BA7C-8A1505A1D60E,12-06-2015 06:42,15,8
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-09-2015 13:34,22,17
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-09-2015 13:26,22,17
0D7D3C91-B2AF-4DC8-8F3F-8951AA842EB6,12-09-2015 13:19,22,17
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,12-09-2015 12:08,2,4
780E1A2A-3AFE-4ECC-823A-BD909C55B6D9,12-09-2015 11:30,18,14
9C5E4B87-6043-41E2-8BDC-DED0431E8B95,12-09-2015 11:12,2,7
F6D9F403-6B15-41EC-9171-109E3F197AF0,12-09-2015 10:39,1,1
288ADC14-6D31-42F2-95E9-324F77BB71A5,12-09-2015 10:20,1,1
73CBF6DD-4348-4E2F-B538-86AB6C50EC07,11/22/2015 23:03,2,1
C91787A3-59D4-414B-ABC7-AE5ABD85B131,11/22/2015 3:14,14,32
0468B646-70AE-42B9-B0CB-57AA168A42CE,11/23/2015 10:34,2,1
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/24/2015 13:31,14,13
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/24/2015 13:44,14,13
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/24/2015 12:49,13,13
1F6805C7-A833-424A-A810-FBBE86A00686,11/24/2015 11:40,8,36
657BC2A4-B7BD-4C58-8275-0F9617CFA9EA,11/25/2015 9:31,2,6
D611948E-70FA-427D-AB4D-4376EBAFFDDF,11/25/2015 9:14,2,5
288ADC14-6D31-42F2-95E9-324F77BB71A5,11/25/2015 8:37,1,1
924E7428-E1F3-4B01-B8AA-82A9EF90C8EC,11/25/2015 6:23,11,1
C91787A3-59D4-414B-ABC7-AE5ABD85B131,11/26/2015 7:45,16,47
1F66145D-FB0A-41ED-B1BB-39A16BDF143E,11/26/2015 7:30,12,18
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/26/2015 6:53,15,17
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/26/2015 7:03,15,17
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,11/26/2015 5:06,3,5
D2DDFBEA-2041-49E6-AA59-B7A0FDD77F0C,11/27/2015 22:04,2,1
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/27/2015 11:11,16,20
1F6805C7-A833-424A-A810-FBBE86A00686,11/27/2015 10:44,8,41
264EE5F0-9009-489E-85CE-35FA19750F4F,11/27/2015 4:30,2,3
ACE481CD-397A-4D9E-BBFC-93B389CC4F57,11/28/2015 12:39,17,22
