user_id,event_time,device_name,session_nb,user_country
52807659-0332-486C-99E4-84429A1830F3,10/13/2015 11:17,iPhone6,1,IN
656FF911-73E3-4922-8ED1-97051832BEA6,10/13/2015 11:15,iPhone4S,2,IN
5E9FA0C9-8363-4F75-9432-4608C495291B,10/13/2015 10:49,iPhone5C,3,IN
1ACF63D1-44DB-4C57-BE4F-768CED9550CF,10/13/2015 10:47,iPadMini2,4,IT
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 10:47,iPhone5S,4,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10/13/2015 10:27,iPhone6,1,IN
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 8:08,"iPhone8,1",9,FR
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 7:56,"iPhone8,1",7,FR
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 7:54,"iPhone8,1",5,FR
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10/13/2015 7:43,iPhone6+,8,IN
91AA1614-4F16-46F5-B190-91BED844E9B4,10/13/2015 7:41,iPhone6,4,IN
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 5:57,"iPhone8,1",7,FR
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 5:54,"iPhone8,1",5,FR
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 5:45,"iPhone8,1",2,FR
52807659-0332-486C-99E4-84429A1830F3,10-12-2015 15:47,iPhone6,2,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 12:36,iPhone6,2,CN
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 11:34,iPadAir2,8,US
656FF911-73E3-4922-8ED1-97051832BEA6,10-12-2015 11:33,iPhone4S,2,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-12-2015 11:08,iPhone5S,4,IN
78A64334-0854-4176-BDB2-C2067F6FC1B0,10-12-2015 10:19,iPhone5S,1,IN
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10-12-2015 09:18,iPod5,1,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 09:10,iPhone6,1,CN
494CB6CD-33D7-49C3-8414-35CC5D4A86DD,10-12-2015 08:51,iPhone6,4,IN
494CB6CD-33D7-49C3-8414-35CC5D4A86DD,10-12-2015 08:40,iPhone6,3,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:33,iPhone6,1,CN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:13,iPhone6,10,CN
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 08:12,iPadAir2,5,US
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 08:09,iPhone6+,3,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:04,iPhone6,9,CN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:07,iPhone6,9,CN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:03,iPhone6,8,CN
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-12-2015 07:33,iPhone5C,1,IN
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-12-2015 07:33,iPhone5C,1,IN
494CB6CD-33D7-49C3-8414-35CC5D4A86DD,10-12-2015 05:35,iPhone6,1,IN
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 05:30,iPadAir2,3,US
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 04:49,iPhone6,1,CN
91AA1614-4F16-46F5-B190-91BED844E9B4,10-11-2015 11:26,iPhone6,3,IN
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10-11-2015 10:25,"iPhone8,1",2,FR
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10-10-2015 06:32,iPhone6+,1,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10-10-2015 06:08,iPhone6+,1,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10-10-2015 06:13,iPhone6+,1,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10-10-2015 06:14,iPhone6+,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 12:51,iPhone5S,10,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-09-2015 12:42,iPhone6+,2,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 12:17,iPhone5S,5,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-09-2015 12:10,iPhone6+,2,IN
78A64334-0854-4176-BDB2-C2067F6FC1B0,10-09-2015 10:10,iPhone5S,2,IN
78A64334-0854-4176-BDB2-C2067F6FC1B0,10-08-2015 15:25,iPhone5S,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-08-2015 11:12,iPhone5S,4,IN
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-08-2015 10:07,iPadAir2,7,IN
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-08-2015 10:08,iPadAir2,7,IN
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-08-2015 10:07,iPadAir2,7,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 11:15,iPhone6+,5,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 10:45,iPhone6+,5,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/14/2015 9:49,iPadAir,9,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 9:32,iPhone6+,3,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10/14/2015 9:20,iPhone6,3,CN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 7:55,iPhone6+,3,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 6:00,iPhone6+,2,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 5:37,iPhone6+,1,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/14/2015 5:22,iPadAir,5,IN
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/14/2015 5:03,iPhone5S,4,US
9B929F4B-F206-4975-8FD5-36AE139D201F,10/14/2015 4:51,iPhone5S,13,IN
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/14/2015 4:18,iPhone5S,4,US
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 10:41,iPhone6+,11,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:59,iPhone6+,7,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 9:49,iPadAir,8,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 9:24,iPhone6+,5,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 9:08,"iPhone8,2",4,FR
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 9:06,"iPhone8,2",4,FR
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 9:06,"iPhone8,2",4,FR
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 8:55,iPhone6+,6,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 8:48,"iPhone8,2",1,FR
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 8:29,"iPhone8,2",3,FR
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 8:19,"iPhone8,2",2,FR
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 8:18,"iPhone8,2",1,FR
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/15/2015 8:19,iPod5,5,IN
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/15/2015 7:47,iPod5,4,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 7:39,iPhone6+,5,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 7:33,iPadAir,4,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10/13/2015 10:28,iPhone6,2,IN
288ADC14-6D31-42F2-95E9-324F77BB71A5,10/13/2015 9:02,iPad4,1,IN
5E9FA0C9-8363-4F75-9432-4608C495291B,10/13/2015 8:57,iPhone5C,3,IN
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/13/2015 8:41,iPod5,1,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/13/2015 8:36,"iPhone8,2",2,FR
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/13/2015 8:25,iPod5,3,IN
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/13/2015 8:22,iPod5,2,IN
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10/13/2015 8:20,iPod5,1,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 9:57,iPhone6+,3,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 10:03,iPhone6+,3,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 10:03,iPhone6+,3,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10/14/2015 9:21,iPhone6,3,CN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 9:26,iPhone6+,3,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 7:55,iPhone6+,3,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/14/2015 6:07,"iPhone8,2",7,FR
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/14/2015 5:56,iPadAir,6,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 5:54,iPhone6+,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/14/2015 4:26,iPhone5S,8,IN
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/14/2015 4:19,iPhone5S,4,US
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/14/2015 4:18,iPhone5S,4,US
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 10:36,iPhone6+,9,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 9:20,"iPhone8,2",7,FR
9B929F4B-F206-4975-8FD5-36AE139D201F,10/15/2015 9:05,iPhone5S,2,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 8:57,iPadAir,7,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 8:58,iPadAir,7,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 7:48,iPadAir,4,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 11:42,iPhone6+,5,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 11:23,iPhone6+,5,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 10:29,iPhone6+,4,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/14/2015 9:51,iPadAir,9,IN
91AA1614-4F16-46F5-B190-91BED844E9B4,10/14/2015 9:35,iPhone6,1,IT
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10/14/2015 9:34,iPhone6,10,CN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10/14/2015 9:34,iPhone6,10,CN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 8:57,iPhone6+,3,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/14/2015 8:45,"iPhone8,2",3,FR
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 8:56,iPhone6+,3,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/14/2015 8:31,"iPhone8,2",1,FR
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 7:56,iPhone6+,3,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/14/2015 6:07,"iPhone8,2",7,FR
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/14/2015 5:54,iPadAir,6,IN
6BED1A04-43A3-431D-B908-5CD3E3843B5C,10/14/2015 5:29,iPhone6+,1,IN
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/14/2015 5:28,iPhone5S,4,US
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10/14/2015 5:25,iPhone5C,7,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/14/2015 5:10,iPadAir,4,IN
656FF911-73E3-4922-8ED1-97051832BEA6,10/13/2015 8:20,iPhone4S,1,IN
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10/13/2015 8:03,iPadAir2,8,CN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 8:01,iPhone5S,3,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 7:55,iPhone5S,2,IN
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 7:54,"iPhone8,1",6,FR
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 7:50,iPhone5S,1,IN
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/13/2015 7:49,iPhone5S,3,US
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 7:39,iPhone5S,8,IN
91AA1614-4F16-46F5-B190-91BED844E9B4,10/13/2015 7:40,iPhone6,4,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 5:58,iPhone5S,4,IN
91AA1614-4F16-46F5-B190-91BED844E9B4,10/13/2015 5:41,iPhone6,2,IN
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 5:41,"iPhone8,1",1,FR
288ADC14-6D31-42F2-95E9-324F77BB71A5,10-12-2015 11:27,iPad4,1,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:03,iPhone6+,1,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10-12-2015 08:59,"iPhone8,2",3,FR
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:53,iPhone6,1,CN
494CB6CD-33D7-49C3-8414-35CC5D4A86DD,10-12-2015 08:52,iPhone6,4,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10-12-2015 08:39,"iPhone8,2",2,FR
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 7:38,iPhone6+,5,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 7:38,iPhone6+,5,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10/15/2015 5:46,iPhone6,7,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 5:23,iPadAir,2,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 4:57,iPhone6+,2,IN
656FF911-73E3-4922-8ED1-97051832BEA6,10/13/2015 11:25,iPhone4S,1,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10/13/2015 11:19,iPhone6,1,IN
656FF911-73E3-4922-8ED1-97051832BEA6,10/13/2015 11:14,iPhone4S,2,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10/13/2015 10:47,iPhone6,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 10:47,iPhone5S,5,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 10:35,iPhone5S,1,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10/13/2015 10:31,iPhone6+,12,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10/13/2015 10:30,iPhone6+,10,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/13/2015 8:37,"iPhone8,2",3,FR
656FF911-73E3-4922-8ED1-97051832BEA6,10/13/2015 8:26,iPhone4S,1,IN
460FC2AF-23C2-4625-8D27-0643025BE0F2,10/13/2015 8:19,iPadMini,4,US
656FF911-73E3-4922-8ED1-97051832BEA6,10/13/2015 8:19,iPhone4S,1,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10/13/2015 7:42,iPhone6+,7,IN
91AA1614-4F16-46F5-B190-91BED844E9B4,10/13/2015 7:37,iPhone6,3,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 6:38,iPhone5S,6,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 6:20,iPhone5S,3,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 6:17,iPhone5S,2,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10/13/2015 6:04,iPhone6+,1,IN
91AA1614-4F16-46F5-B190-91BED844E9B4,10/13/2015 5:38,iPhone6,1,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10/13/2015 5:31,iPhone6+,2,IN
656FF911-73E3-4922-8ED1-97051832BEA6,10-12-2015 11:35,iPhone4S,3,IN
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 11:33,iPadAir2,7,US
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:18,iPhone6+,4,IN
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10-12-2015 10:32,iPod5,4,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:33,iPhone6,1,CN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 05:41,iPhone6,5,CN
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 04:26,iPadAir2,2,US
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 04:09,iPadAir2,1,US
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 03:53,iPadAir2,1,US
91AA1614-4F16-46F5-B190-91BED844E9B4,10-12-2015 03:25,iPhone6,3,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 13:34,iPhone5S,1,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 10:36,iPhone6+,9,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 9:49,iPadAir,6,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 9:43,iPadAir,5,IN
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 9:02,"iPhone8,2",4,FR
1CE1D120-D2FA-4DAF-80D2-9C5BBDCFB9A5,10/15/2015 9:01,"iPhone8,2",3,FR
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 8:43,iPadAir,5,IN
FEAE206C-02E5-4610-B2A5-0EC5CBC73BBD,10/15/2015 8:37,iPadAir,5,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 7:37,iPhone6+,4,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 6:14,iPhone6+,3,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 4:59,iPhone6+,2,IN
7F5E8F9B-269B-41BF-9DD5-F91EBFB1332D,10/15/2015 4:46,iPhone6+,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 12:36,iPhone5S,7,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 12:23,iPhone5S,1,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10/13/2015 11:16,iPhone6,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 10:40,iPhone5S,4,IN
52807659-0332-486C-99E4-84429A1830F3,10/13/2015 10:31,iPhone6,1,IN
4B7D539A-A548-4AC0-A7A9-47A5644B919D,10/13/2015 9:02,iPad3,1,DE
656FF911-73E3-4922-8ED1-97051832BEA6,10/13/2015 8:24,iPhone4S,1,IN
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 08:13,iPadAir2,6,US
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 08:05,iPhone6,9,CN
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-12-2015 07:46,iPhone5C,1,IN
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 06:09,iPadAir2,5,US
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 06:11,iPadAir2,5,US
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 05:59,iPadAir2,4,US
FB80713A-C966-40E4-B135-D0935283CD21,10-12-2015 05:55,iPadAir2,4,US
9F39B934-01E4-49A1-AD1F-04A48D4930B7,10-12-2015 05:07,"iPod7,1",1,IN
DC155AB7-3728-4E8D-A933-1BD7A0BC993A,10-12-2015 05:05,iPhone6,1,CN
91AA1614-4F16-46F5-B190-91BED844E9B4,10-11-2015 11:25,iPhone6,2,IN
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10-10-2015 05:49,iPhone6+,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 14:18,iPhone5S,3,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-09-2015 13:45,iPhone6+,1,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-09-2015 12:43,iPhone6+,3,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 12:41,iPhone5S,10,IN
52807659-0332-486C-99E4-84429A1830F3,10-09-2015 12:29,iPhone6,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 12:12,iPhone5S,5,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10-09-2015 11:02,iPhone6,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 12:17,iPhone5S,6,IN
52807659-0332-486C-99E4-84429A1830F3,10-09-2015 12:17,iPhone6,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-09-2015 12:17,iPhone5S,5,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10-09-2015 11:04,iPhone6,1,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10-09-2015 10:55,iPhone6,1,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10-08-2015 11:51,iPhone5S,4,IN
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-08-2015 09:55,iPadAir2,7,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10-07-2015 12:12,iPhone6,3,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-07-2015 10:58,iPhone6+,2,IN
CDDDA4E8-0A5B-478A-BF00-99BCF4D9C71F,10-07-2015 09:55,iPadAir2,6,IN
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-07-2015 09:06,iPhone5C,1,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10-07-2015 06:11,iPhone6,2,IN
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-07-2015 05:58,iPhone5C,1,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10-07-2015 05:37,iPhone6,2,IN
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-07-2015 05:32,iPhone5C,1,IN
2CDBF3FF-FAC1-4275-A866-179E9B9FAA42,10-07-2015 04:58,iPhone5C,1,IN
11CF5C6F-EFBC-46CD-AE7F-D8355401F329,10-06-2015 09:41,iPadAir,1,IN
6ED1B75C-F35B-462C-924E-EACA43550000,10-06-2015 09:04,iPhone6,1,IN
460FC2AF-23C2-4625-8D27-0643025BE0F2,10/13/2015 8:14,iPadMini,1,US
460FC2AF-23C2-4625-8D27-0643025BE0F2,10/13/2015 8:12,iPadMini,6,US
460FC2AF-23C2-4625-8D27-0643025BE0F2,10/13/2015 8:05,iPadMini,5,US
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 7:56,"iPhone8,1",7,FR
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 7:54,"iPhone8,1",4,FR
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10/13/2015 7:38,iPhone6+,6,IN
9B929F4B-F206-4975-8FD5-36AE139D201F,10/13/2015 6:24,iPhone5S,4,IN
936BAA84-CDE9-4C8F-A949-5E2CB077A9CE,10/13/2015 6:16,iPhone5S,1,US
FA29CBE4-D25D-4E36-9C92-0A2E21366D71,10/13/2015 6:11,iPhone6+,2,IN
91AA1614-4F16-46F5-B190-91BED844E9B4,10/13/2015 5:59,iPhone6,2,IN
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 5:56,"iPhone8,1",7,FR
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 5:47,"iPhone8,1",2,FR
955E1F3A-02EE-48B3-8D53-3F162AE7F7F8,10/13/2015 5:26,"iPhone8,1",1,FR
C47A6FCE-6C76-41FE-9A6A-173AC7F01315,10-12-2015 11:31,iPod5,1,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:28,iPhone6+,5,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:18,iPhone6+,4,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:18,iPhone6+,4,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:15,iPhone6+,3,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:17,iPhone6+,3,IN
8BF191CF-567A-4977-B2C9-90EC756EFD41,10-12-2015 11:05,iPhone6+,1,IN
